id,sourceid,name,party,area,seat,start
0590042760718,23c1d1cc-f2a2-47f1-b144-0d52a464791a,Annicka Engblom,M,Blekinge län,36,2018-09-24
0803753212716,ea8bae0d-0db4-4c68-b59f-3ba83d5f445d,Richard Jomshof,SD,Blekinge län,37,2018-09-24
0105632258713,d3628aa4-ea6a-4466-8e2c-f3d0cb2d9cad,Boriana Åberg,M,Skåne läns södra,38,2018-09-24
0934639939611,728bd800-61df-4b9a-86ed-1fe3d8479f14,Ola Johansson,C,Hallands län,39,2018-09-24
0442629549320,2eb5b5ce-2e8c-4063-a2c2-d03b50ff4c5d,Adnan Dibrani,S,Hallands län,40,2018-09-24
0116759114313,18cd4aa9-d266-4c2b-bcaa-6118032ece49,Bengt Eliasson,L,Hallands län,41,2018-09-24
010343930918,4c83b0e0-8dda-47a4-9464-81c56db30430,Cecilie Tenfjord Toftby,M,Västra Götalands läns södra,42,2018-09-24
0274462857213,7826c819-d0da-4e4a-a16b-ffa3d8e9b155,Petter Löberg,S,Västra Götalands läns södra,43,2018-09-24
0183544538819,0007cc9d-247c-4136-80d1-0bae44bd20ba,Patrik Jönsson,SD,Västra Götalands läns södra,44,2018-09-24
0545733815610,6aa5f2eb-568a-4853-a925-65fee736b037,Patrick Reslow,SD,Värmlands län,45,2018-09-24
0665485817222,d9b65520-dba2-4ec1-a124-d89d667ebf37,Daniel Bäckström,C,Värmlands län,46,2018-09-24
0879782396219,6d1640b5-12e6-41a3-82a2-a3e91c172cda,Olle Thorell,S,Västmanlands län,47,2018-09-24
0378961686325,783f84c9-6b97-47c9-9bf8-a32dcbae1bc4,Hanna Wagenius,C,Jämtlands län,48,2022-04-04
0519740099915,243f0434-ae15-41b4-92b6-146a0fb0700a,Saila Quicklund,M,Jämtlands län,49,2018-09-24
0222691314314,e7e4132a-b4df-11d5-8079-0040ca16072a,Ulf Kristersson,M,Stockholms kommun,50,2018-09-24
0766496753128,cf017275-5272-4506-a686-4e1d8edc5ab6,Fredrik Malm,L,Stockholms kommun,51,2018-09-24
